STATE/UT,DISTRICT,THEFT,HURT/GREVIOUS HURT,OTHER THEFT,AUTO THEFT,BURGLARY
A & N ISLANDS,A and N ISLANDS,112,99,104,8,90
A & N ISLANDS,ANDAMAN,918,910,841,77,708
A & N ISLANDS,CAR,4,4,4,0,0
A & N ISLANDS,NICOBAR,23,34,23,0,23
A & N ISLANDS,NORTH,13,8,13,0,6
A & N ISLANDS,SOUTH,54,50,54,0,65
A&N Islands,CAR,1,2,1,0,1
A&N Islands,NORTH,7,17,7,0,5
A&N Islands,SOUTH,29,36,27,2,36
ANDHRA PRADESH,ADILABAD,3964,16392,3209,755,2519
ANDHRA PRADESH,ANANTAPUR,6079,17682,4343,1736,2536
ANDHRA PRADESH,CHITTOOR,11077,13543,8257,2820,2777
ANDHRA PRADESH,CUDDAPAH,4530,14301,3247,1283,1549
ANDHRA PRADESH,CYBERABAD,29665,32697,18823,10842,11946
ANDHRA PRADESH,EAST GODAVARI,13533,31514,10469,3064,5069
ANDHRA PRADESH,GUNTAKAL RLY.,2091,75,2091,0,0
ANDHRA PRADESH,GUNTUR,13165,22209,10583,2582,3509
ANDHRA PRADESH,GUNTUR URBAN,2497,2398,1548,949,416
ANDHRA PRADESH,HYDERABAD CITY,56167,47343,35217,20950,13435
ANDHRA PRADESH,KARIMNAGAR,7588,31334,6249,1339,3258
ANDHRA PRADESH,KHAMMAM,6006,18111,4524,1482,2717
ANDHRA PRADESH,KRISHNA,7002,27498,6025,977,2392
ANDHRA PRADESH,KURNOOL,4921,19228,3876,1045,2494
ANDHRA PRADESH,MAHABOOBNAGAR,9043,19861,8823,220,3014
ANDHRA PRADESH,MEDAK,6273,21372,4959,1314,3440
ANDHRA PRADESH,NALGONDA,5917,19199,4625,1292,2838
ANDHRA PRADESH,NELLORE,8623,24134,6397,2226,2934
ANDHRA PRADESH,NIZAMABAD,6027,21756,4730,1297,3496
ANDHRA PRADESH,PRAKASHAM,5132,17332,3886,1246,2248
ANDHRA PRADESH,RAJAHMUNDRY,1095,2104,841,254,354
ANDHRA PRADESH,RANGA REDDY,4260,13892,3207,1053,3266
ANDHRA PRADESH,SECUNDERABAD RLY.,4819,138,4819,0,6
ANDHRA PRADESH,SRIKAKULAM,2580,13049,2476,104,1437
ANDHRA PRADESH,TIRUPATHI URBAN,2105,2077,1338,767,487
ANDHRA PRADESH,VIJAYAWADA,12278,9360,10610,1668,3101
ANDHRA PRADESH,VIJAYAWADA CITY,9425,11687,6200,3225,1663
ANDHRA PRADESH,VIJAYAWADA RLY.,4227,146,4221,6,2
ANDHRA PRADESH,VISAKHA RURAL,2260,14824,2110,150,1241
ANDHRA PRADESH,VISAKHAPATNAM,11456,8827,8099,3357,3925
ANDHRA PRADESH,VIZIANAGARAM,2610,7865,2602,8,1376
ANDHRA PRADESH,WARANGAL,5847,18544,4395,1452,3247
ANDHRA PRADESH,WARANGAL URBAN,1081,2136,868,213,475
ANDHRA PRADESH,WEST GODAVARI,13847,23937,10879,2968,4169
ARUNACHAL PRADESH,ANJAW,12,19,12,0,11
ARUNACHAL PRADESH,CHANGLANG,378,398,374,4,238
ARUNACHAL PRADESH,DIBANG VALLEY,273,298,233,40,133
ARUNACHAL PRADESH,K/KUMEY,58,73,56,2,55
ARUNACHAL PRADESH,KAMENG EAST,201,419,186,15,149
ARUNACHAL PRADESH,KAMENG WEST,214,290,194,20,105
ARUNACHAL PRADESH,LOHIT,391,349,359,32,206
ARUNACHAL PRADESH,PAPUM PARE,1439,858,757,682,579
ARUNACHAL PRADESH,RURAL,31,66,20,11,24
ARUNACHAL PRADESH,SIANG EAST,676,528,539,137,311
ARUNACHAL PRADESH,SIANG UPPER,149,142,141,8,96
ARUNACHAL PRADESH,SIANG WEST,541,626,475,66,269
ARUNACHAL PRADESH,SUBANSIRI LOWER,213,254,188,25,156
ARUNACHAL PRADESH,SUBANSIRI UPPER,200,485,191,9,134
ARUNACHAL PRADESH,TAWANG,142,73,138,4,76
ARUNACHAL PRADESH,TIRAP,242,261,221,21,206
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,18,18,18,0,32
ASSAM,BAKSA,104,66,78,26,22
ASSAM,BARPETA,2355,2071,2130,225,1665
ASSAM,BASKA,290,513,265,25,132
ASSAM,BIEO,0,0,0,0,0
ASSAM,BONGAIGAON,1316,1118,1144,172,926
ASSAM,C.I.D.,14,0,14,0,0
ASSAM,CACHAR,5861,2856,4974,887,2572
ASSAM,CHIRANG,432,252,379,53,265
ASSAM,DARRANG,2036,3235,1835,201,1291
ASSAM,DHEMAJI,1398,2385,1267,131,363
ASSAM,DHUBRI,2185,4885,2002,183,1286
ASSAM,DIBRUGARH,5099,4048,4487,612,1238
ASSAM,G.R.P.,1552,104,1502,50,54
ASSAM,GOALPARA,1804,1767,1496,308,834
ASSAM,GOLAGHAT,3025,3772,2640,385,998
ASSAM,GUWAHATI CITY,18603,6441,11421,7182,6701
ASSAM,HAILAKANDI,1157,616,1091,66,773
ASSAM,HAMREN,36,21,33,3,19
ASSAM,JORHAT,3104,2818,2473,631,1048
ASSAM,KAMRUP,3576,2308,2669,907,1526
ASSAM,KARBI ANGLONG,1497,639,1226,271,287
ASSAM,KARIMGANJ,1654,1247,1531,123,890
ASSAM,KOKRAJHAR,1579,1874,1360,219,562
ASSAM,LAKHIMPUR,2554,4458,2354,200,865
ASSAM,MORIGAON,1212,2784,1111,101,658
ASSAM,N.C.HILLS,465,286,452,13,139
ASSAM,NAGAON,4995,7055,4093,902,3297
ASSAM,NALBARI,1572,3078,1353,219,938
ASSAM,R.P.O.,129,15,129,0,12
ASSAM,SIBSAGAR,4309,2949,3720,589,1212
ASSAM,SONITPUR,4772,3047,4390,382,2063
ASSAM,TINSUKIA,6041,1755,5720,321,1695
ASSAM,UDALGURI,749,720,657,92,421
Andhra Pradesh,ADILABAD,377,2394,291,86,274
Andhra Pradesh,ANANTAPUR,597,2537,443,154,279
Andhra Pradesh,CHITTOOR,512,937,354,158,157
Andhra Pradesh,CUDDAPAH,702,2310,447,255,220
Andhra Pradesh,CYBERABAD,4779,4284,3018,1761,1318
Andhra Pradesh,EAST GODAVARI,788,2300,478,310,326
Andhra Pradesh,GUNTAKAL RLY.,251,11,251,0,0
Andhra Pradesh,GUNTUR,675,2345,475,200,192
Andhra Pradesh,GUNTUR URBAN,991,1180,583,408,190
Andhra Pradesh,HYDERABAD CITY,4166,3092,2813,1353,658
Andhra Pradesh,KARIMNAGAR,771,2593,529,242,349
Andhra Pradesh,KHAMMAM,887,2268,547,340,455
Andhra Pradesh,KRISHNA,579,2596,425,154,316
Andhra Pradesh,KURNOOL,565,2531,544,21,252
Andhra Pradesh,MAHABOOBNAGAR,1207,2381,1194,13,394
Andhra Pradesh,MEDAK,775,1970,530,245,414
Andhra Pradesh,NALGONDA,810,3315,566,244,375
Andhra Pradesh,NELLORE,1077,2533,754,323,364
Andhra Pradesh,NIZAMABAD,1035,1796,697,338,480
Andhra Pradesh,PRAKASHAM,694,2274,461,233,238
Andhra Pradesh,RAJAHMUNDRY,314,757,182,132,160
Andhra Pradesh,RANGA REDDY,173,626,156,17,96
Andhra Pradesh,SECUNDERABAD RLY.,737,10,737,0,0
Andhra Pradesh,SRIKAKULAM,307,1124,235,72,190
Andhra Pradesh,TIRUPATHI URBAN,827,565,501,326,190
Andhra Pradesh,VIJAYAWADA CITY,2173,1955,1390,783,323
Andhra Pradesh,VIJAYAWADA RLY.,625,11,625,0,0
Andhra Pradesh,VISAKHA RURAL,329,1137,298,31,132
Andhra Pradesh,VISAKHAPATNAM,1203,1356,871,332,355
Andhra Pradesh,VIZIANAGARAM,230,1609,228,2,180
Andhra Pradesh,WARANGAL,327,1789,310,17,256
Andhra Pradesh,WARANGAL URBAN,459,1442,280,179,197
Andhra Pradesh,WEST GODAVARI,1090,2460,779,311,490
Arunachal Pradesh,ANJAW,6,5,6,0,2
Arunachal Pradesh,CHANGLANG,32,24,29,3,15
Arunachal Pradesh,DIBANG VALLEY,17,13,14,3,10
Arunachal Pradesh,K/KUMEY,4,10,4,0,3
Arunachal Pradesh,KAMENG EAST,22,57,22,0,12
Arunachal Pradesh,KAMENG WEST,35,6,23,12,14
Arunachal Pradesh,LOHIT,57,61,43,14,18
Arunachal Pradesh,LONGDING,11,23,11,0,6
Arunachal Pradesh,PAPUM PARE,148,63,61,87,46
Arunachal Pradesh,RURAL,22,22,16,6,5
Arunachal Pradesh,SIANG EAST,61,34,50,11,17
Arunachal Pradesh,SIANG UPPER,12,19,11,1,5
Arunachal Pradesh,SIANG WEST,34,65,26,8,17
Arunachal Pradesh,SUBANSIRI LOWER,18,27,15,3,8
Arunachal Pradesh,SUBANSIRI UPPER,10,45,9,1,5
Arunachal Pradesh,TAWANG,11,7,11,0,3
Arunachal Pradesh,TIRAP,13,13,9,4,10
Arunachal Pradesh,UPPER DIBANG VALLEY,1,4,1,0,0
Assam,BAKSA,125,50,61,64,40
Assam,BARPETA,433,159,322,111,335
Assam,BIEO,0,0,0,0,0
Assam,BONGAIGAON,127,101,62,65,63
Assam,C.I.D.,2,0,2,0,0
Assam,CACHAR,821,80,485,336,206
Assam,CHIRANG,76,5,51,25,20
Assam,DARRANG,225,297,132,93,145
Assam,DHEMAJI,148,232,95,53,49
Assam,DHUBRI,407,1060,295,112,269
Assam,DIBRUGARH,662,858,497,165,123
Assam,G.R.P.,156,0,154,2,2
Assam,GOALPARA,249,137,162,87,185
Assam,GOLAGHAT,285,556,168,117,98
Assam,GUWAHATI CITY,2295,329,1213,1082,828
Assam,HAILAKANDI,150,17,114,36,45
Assam,HAMREN,18,0,15,3,12
Assam,JORHAT,510,545,311,199,166
Assam,KAMRUP,463,196,300,163,206
Assam,KARBI ANGLONG,96,43,34,62,43
Assam,KARIMGANJ,183,20,164,19,132
Assam,KOKRAJHAR,291,111,134,157,53
Assam,LAKHIMPUR,166,92,105,61,103
Assam,MORIGAON,141,392,76,65,74
Assam,N.C.HILLS,51,13,48,3,20
Assam,NAGAON,566,939,341,225,407
Assam,NALBARI,223,328,194,29,124
Assam,R.P.O.,1,0,1,0,0
Assam,SIBSAGAR,464,760,341,123,155
Assam,SONITPUR,544,553,369,175,186
Assam,STF,0,0,0,0,0
Assam,TINSUKIA,511,109,454,57,147
Assam,UDALGURI,126,189,86,40,55
BIHAR,ARARIA,2384,1843,2041,343,604
BIHAR,ARWAL,648,1257,618,30,188
BIHAR,AURANGABAD,2984,7309,2731,253,1177
BIHAR,BAGAHA,1550,3376,1509,41,362
BIHAR,BANKA,1371,2493,1259,112,778
BIHAR,BEGUSARAI,3711,5020,3209,502,833
BIHAR,BETTIAH,3835,14334,3365,470,993
BIHAR,BHABHUA,2239,2591,1913,326,777
BIHAR,BHAGALPUR,5256,4047,4020,1236,1610
BIHAR,BHOJPUR,3838,7519,3118,720,1183
BIHAR,BUXAR,2912,3694,2499,413,848
BIHAR,DARBHANGA,3464,3814,2827,637,855
BIHAR,GAYA,6197,6399,4559,1638,1735
BIHAR,GOPALGANJ,2213,3934,1684,529,788
BIHAR,JAMALPUR RLY.,1584,56,1493,91,11
BIHAR,JAMUI,1432,4765,1276,156,546
BIHAR,JEHANABAD,1698,1497,1452,246,502
BIHAR,KATIHAR,2379,5675,1878,501,647
BIHAR,KATIHAR RLY.,2651,171,2576,75,95
BIHAR,KHAGARIA,1190,3824,1014,176,210
BIHAR,KISHANGANJ,1477,1705,1189,288,483
BIHAR,LAKHISARAI,1111,1958,991,120,342
BIHAR,MADHEPURA,1397,2027,1116,281,310
BIHAR,MADHUBANI,3213,9492,2719,494,1097
BIHAR,MOTIHARI,5203,11461,4311,892,1665
BIHAR,MUNGER,2463,2967,2027,436,532
BIHAR,MUZAFFARPUR,10505,6568,7801,2704,2498
BIHAR,MUZAFFARPUR RLY.,3808,392,3480,328,106
BIHAR,NALANDA,3929,11071,3506,423,1019
BIHAR,NAUGACHIA,653,1414,563,90,179
BIHAR,NAWADAH,1475,3673,1242,233,534
BIHAR,PATNA,23942,7533,11996,11946,6855
BIHAR,PATNA RLY.,8327,13,7821,506,29
BIHAR,PURNEA,2508,3501,1993,515,997
BIHAR,ROHTAS,4930,4367,4027,903,1638
BIHAR,SAHARSA,1394,2596,1199,195,486
BIHAR,SAMASTIPUR,3937,3533,3189,748,1041
BIHAR,SARAN,4795,12828,3957,838,1396
BIHAR,SHEIKHPURA,861,1070,789,72,170
BIHAR,SHEOHAR,446,1255,375,71,134
BIHAR,SITAMARHI,3508,3834,2444,1064,997
BIHAR,SIWAN,2755,4851,2026,729,939
BIHAR,SUPAUL,1675,2428,1446,229,475
BIHAR,VAISHALI,5524,5111,3903,1621,1629
Bihar,ARARIA,289,104,222,67,38
Bihar,ARWAL,77,76,62,15,27
Bihar,AURANGABAD,365,1204,297,68,95
Bihar,BAGAHA,183,0,170,13,28
Bihar,BANKA,169,183,123,46,58
Bihar,BEGUSARAI,589,503,391,198,104
Bihar,BETTIAH,624,105,426,198,138
Bihar,BHABHUA,196,743,121,75,65
Bihar,BHAGALPUR,456,166,257,199,134
Bihar,BHOJPUR,423,2526,318,105,148
Bihar,BUXAR,415,642,252,163,101
Bihar,DARBHANGA,506,271,347,159,103
Bihar,GAYA,1204,875,842,362,212
Bihar,GOPALGANJ,280,2069,176,104,103
Bihar,JAMALPUR RLY.,223,22,210,13,1
Bihar,JAMUI,96,514,78,18,50
Bihar,JEHANABAD,194,708,180,14,37
Bihar,KATIHAR,397,1430,199,198,39
Bihar,KATIHAR RLY.,151,33,151,0,0
Bihar,KHAGARIA,170,1251,126,44,23
Bihar,KISHANGANJ,145,255,116,29,68
Bihar,LAKHISARAI,125,297,90,35,24
Bihar,MADHEPURA,226,826,161,65,41
Bihar,MADHUBANI,388,1350,310,78,90
Bihar,MOTIHARI,549,1610,397,152,235
Bihar,MUNGER,336,310,241,95,55
Bihar,MUZAFFARPUR,1876,2465,1017,859,292
Bihar,MUZAFFARPUR RLY.,337,18,283,54,4
Bihar,NALANDA,340,2892,236,104,120
Bihar,NAUGACHIA,60,125,43,17,18
Bihar,NAWADAH,203,712,141,62,47
Bihar,PATNA,4314,1526,2559,1755,591
Bihar,PATNA RLY.,774,0,703,71,3
Bihar,PURNEA,289,871,226,63,56
Bihar,ROHTAS,615,1988,422,193,172
Bihar,SAHARSA,201,317,159,42,29
Bihar,SAMASTIPUR,431,823,303,128,73
Bihar,SARAN,650,1637,445,205,142
Bihar,SHEIKHPURA,87,191,60,27,31
Bihar,SHEOHAR,57,270,41,16,14
Bihar,SITAMARHI,650,2142,374,276,203
Bihar,SIWAN,502,0,261,241,119
Bihar,SUPAUL,324,1310,276,48,62
Bihar,VAISHALI,937,315,446,491,192
CHANDIGARH,CHANDIGARH,18474,816,9279,9195,2947
CHHATTISGARH,BALOD,75,24,50,25,70
CHHATTISGARH,BALODA BAZAR,181,858,124,57,182
CHHATTISGARH,BALRAMPUR,372,1197,352,20,478
CHHATTISGARH,BEMETARA,105,30,70,35,57
CHHATTISGARH,BILASPUR,8520,13846,5867,2653,6278
CHHATTISGARH,BIZAPUR,109,182,72,37,105
CHHATTISGARH,DANTEWARA,608,652,493,115,551
CHHATTISGARH,DHAMTARI,1435,1050,1052,383,1432
CHHATTISGARH,DURG,10102,5234,6886,3216,6527
CHHATTISGARH,GARIYABAND,113,534,78,35,87
CHHATTISGARH,GRP RAIPUR,2663,141,2528,135,79
CHHATTISGARH,JAGDALPUR,1648,3897,1088,560,1680
CHHATTISGARH,JANJGIR,3251,6806,2335,916,2557
CHHATTISGARH,JASHPUR,943,1222,677,266,878
CHHATTISGARH,KABIRDHAM,993,4922,824,169,879
CHHATTISGARH,KANKER,689,514,535,154,697
CHHATTISGARH,KAWARDHA,43,167,39,4,69
CHHATTISGARH,KONDAGAON,23,126,23,0,20
CHHATTISGARH,KORBA,3288,6154,2113,1175,2073
CHHATTISGARH,KORIYA,1516,4507,1237,279,2013
CHHATTISGARH,MAHASAMUND,2062,2195,1530,532,1527
CHHATTISGARH,MUNGELI,94,31,70,24,83
CHHATTISGARH,NARAYANPUR,74,191,50,24,64
CHHATTISGARH,RAIGARH,4053,5150,2599,1454,2679
CHHATTISGARH,RAIPUR,14067,19660,7714,6353,8098
CHHATTISGARH,RAJNANDGAON,2549,1251,1777,772,2388
CHHATTISGARH,SARGUJA,2463,1716,1804,659,2299
CHHATTISGARH,SUKMA,7,14,5,2,8
CHHATTISGARH,SURAJPUR,827,2755,686,141,798
Chandigarh,CHANDIGARH,1519,59,645,874,258
Chhattisgarh,BALOD,61,52,46,15,47
Chhattisgarh,BALODA BAZAR,151,706,79,72,198
Chhattisgarh,BALRAMPUR,40,74,32,8,27
Chhattisgarh,BEMETARA,112,19,78,34,80
Chhattisgarh,BILASPUR,496,1779,222,274,477
Chhattisgarh,BIZAPUR,3,9,3,0,16
Chhattisgarh,DANTEWARA,16,25,13,3,19
Chhattisgarh,DHAMTARI,85,55,40,45,116
Chhattisgarh,DURG,702,149,377,325,434
Chhattisgarh,GARIYABAND,46,26,29,17,39
Chhattisgarh,GRP RAIPUR,193,8,191,2,2
Chhattisgarh,JAGDALPUR,77,427,24,53,69
Chhattisgarh,JANJGIR,266,1248,144,122,195
Chhattisgarh,JASHPUR,81,73,62,19,57
Chhattisgarh,KABIRDHAM,66,589,42,24,65
Chhattisgarh,KANKER,38,18,23,15,38
Chhattisgarh,KONDAGAON,17,122,6,11,11
Chhattisgarh,KORBA,195,648,106,89,119
Chhattisgarh,KORIYA,89,620,67,22,130
Chhattisgarh,MAHASAMUND,196,95,125,71,163
Chhattisgarh,MUNGELI,77,60,68,9,86
Chhattisgarh,NARAYANPUR,7,47,6,1,14
Chhattisgarh,RAIGARH,390,701,173,217,213
Chhattisgarh,RAIPUR,1396,2327,605,791,588
Chhattisgarh,RAJNANDGAON,173,62,95,78,158
Chhattisgarh,SARGUJA,106,61,48,58,88
Chhattisgarh,SUKMA,13,4,5,8,7
Chhattisgarh,SURAJPUR,97,542,73,24,71
D & N HAVELI,D and N HAVELI,773,318,484,289,388
D&N Haveli,D&N HAVELI,58,15,32,26,21
DAMAN & DIU,DAMAN,486,159,191,295,423
DAMAN & DIU,DIU,78,31,31,47,57
DELHI UT,CAW,0,2,0,0,0
DELHI UT,CENTRAL,15587,1755,8040,7547,1065
DELHI UT,CRIME BRANCH,17,0,17,0,0
DELHI UT,EAST,29165,2649,11162,18003,2253
DELHI UT,EOW,0,0,0,0,0
DELHI UT,G.R.P.(RLY),5849,49,5769,80,8
DELHI UT,GRP(RLY),5309,59,5084,225,9
DELHI UT,I.G.I. AIRPORT,266,14,223,43,2
DELHI UT,IGI AIRPORT,750,6,565,185,5
DELHI UT,NEW DELHI,9318,394,6300,3018,590
DELHI UT,NORTH,12379,1603,7127,5252,1119
DELHI UT,NORTH EAST,3668,946,1641,2027,579
DELHI UT,NORTH WEST,9925,1429,4532,5393,1939
DELHI UT,NORTH-EAST,15265,2173,5124,10141,1078
DELHI UT,NORTH-WEST,17635,1630,6315,11320,2325
DELHI UT,OUTER,11625,1382,3838,7787,1453
DELHI UT,S.T.F.,2,0,2,0,0
DELHI UT,SOUTH,37467,2167,16014,21453,4163
DELHI UT,SOUTH WEST,6517,642,3506,3011,1457
DELHI UT,SOUTH-EAST,12477,1190,4312,8165,886
DELHI UT,SOUTH-WEST,11290,1048,4565,6725,1748
DELHI UT,SPL CELL,1,0,1,0,0
DELHI UT,STF,1,0,1,0,0
DELHI UT,WEST,27033,3072,10391,16642,2876
Daman & Diu,DAMAN,35,12,12,23,18
Daman & Diu,DIU,3,2,1,2,1
Delhi UT,CAW,0,0,0,0,0
Delhi UT,CENTRAL,1928,122,980,948,121
Delhi UT,CRIME BRANCH,1,0,1,0,0
Delhi UT,EAST,4252,177,1939,2313,236
Delhi UT,EOW,0,0,0,0,0
Delhi UT,GRP(RLY),553,4,548,5,0
Delhi UT,IGI AIRPORT,79,2,68,11,0
Delhi UT,METRO RAIL,875,1,856,19,4
Delhi UT,NEW DELHI,473,21,346,127,19
Delhi UT,NORTH,1542,93,885,657,165
Delhi UT,NORTH-EAST,3703,241,1609,2094,143
Delhi UT,NORTH-WEST,2548,172,1366,1182,331
Delhi UT,OUTER,3383,203,1708,1675,547
Delhi UT,SOUTH,3420,133,1830,1590,429
Delhi UT,SOUTH-EAST,3155,237,1290,1865,240
Delhi UT,SOUTH-WEST,1077,127,454,623,263
Delhi UT,STF,0,0,0,0,0
Delhi UT,WEST,3135,235,1328,1807,337
GOA,NORTH GOA,4638,1297,3002,1636,2118
GOA,SOUTH GOA,3407,990,2166,1241,1582
GUJARAT,AHMEDABAD COMMR.,57655,16439,27496,30159,9392
GUJARAT,AHMEDABAD RURAL,3592,4117,2503,1089,1318
GUJARAT,AHWA-DANG,104,259,82,22,51
GUJARAT,AMRELI,2112,3518,1450,662,1305
GUJARAT,ANAND,4856,4669,2825,2031,1611
GUJARAT,BHARUCH,4199,3672,2571,1628,1570
GUJARAT,BHAVNAGAR,8643,2624,5535,3108,3240
GUJARAT,CID CRIME,2,0,2,0,0
GUJARAT,DAHOD,1845,4181,902,943,1006
GUJARAT,GANDHINAGAR,5897,3206,3495,2402,1626
GUJARAT,HIMATNAGAR,2688,3171,1753,935,1732
GUJARAT,JAMNAGAR,5136,4899,3096,2040,2210
GUJARAT,JUNAGADH,6275,5924,3883,2392,2472
GUJARAT,KHEDA NORTH,3890,4269,2775,1115,1397
GUJARAT,KUTCH,4219,4110,2507,1712,2337
GUJARAT,KUTCH (EAST(G)),512,520,275,237,194
GUJARAT,KUTCH (WEST-BHUJ),380,350,188,192,179
GUJARAT,MEHSANA,7430,9223,5415,2015,2565
GUJARAT,NARMADA,391,1228,271,120,202
GUJARAT,NAVSARI,1459,953,731,728,804
GUJARAT,PALANPUR,4824,12298,3330,1494,2506
GUJARAT,PANCHMAHAL,3065,4008,1953,1112,1480
GUJARAT,PATAN,3556,4283,2736,820,1082
GUJARAT,PORBANDAR,899,1235,561,338,474
GUJARAT,RAJKOT COMMR.,13253,4818,5681,7572,3191
GUJARAT,RAJKOT RURAL,4271,4796,2688,1583,2192
GUJARAT,SURAT COMMR.,23340,6788,7685,15655,4739
GUJARAT,SURAT RURAL,2533,2370,1409,1124,941
GUJARAT,SURENDRANAGAR,2849,5805,1976,873,1307
GUJARAT,TAPI,332,528,185,147,92
GUJARAT,VADODARA COMMR.,16108,3813,6708,9400,4353
GUJARAT,VADODARA RURAL,2699,4199,1703,996,923
GUJARAT,VALSAD,4061,2302,2123,1938,1994
GUJARAT,W.RLY,8762,498,8448,314,184
GUJARAT,W.RLY AHMEDABAD,426,61,385,41,16
GUJARAT,W.RLY VADODARA,944,84,872,72,4
Goa,NORTH GOA,699,232,480,219,219
Goa,SOUTH GOA,439,117,304,135,166
Gujarat,AHMEDABAD COMMR.,3449,1342,1358,2091,674
Gujarat,AHMEDABAD RURAL,219,244,135,84,94
Gujarat,AHWA-DANG,10,19,8,2,9
Gujarat,AMRELI,95,256,43,52,78
Gujarat,ANAND,241,258,86,155,98
Gujarat,BHARUCH,403,260,206,197,170
Gujarat,BHAVNAGAR,388,551,190,198,157
Gujarat,CID CRIME,0,0,0,0,0
Gujarat,DAHOD,239,221,83,156,183
Gujarat,GANDHINAGAR,381,181,192,189,110
Gujarat,HIMATNAGAR,252,148,147,105,118
Gujarat,JAMNAGAR,404,785,224,180,146
Gujarat,JUNAGADH,245,445,134,111,151
Gujarat,KHEDA NORTH,155,263,66,89,64
Gujarat,KUTCH (EAST(G)),323,303,164,159,212
Gujarat,KUTCH (WEST-BHUJ),252,201,171,81,114
Gujarat,MEHSANA,551,407,305,246,176
Gujarat,NARMADA,50,89,19,31,26
Gujarat,NAVSARI,272,103,107,165,108
Gujarat,PALANPUR,474,549,234,240,222
Gujarat,PANCHMAHAL,257,318,86,171,132
Gujarat,PATAN,283,340,150,133,92
Gujarat,PORBANDAR,65,86,39,26,24
Gujarat,RAJKOT COMMR.,853,386,220,633,252
Gujarat,RAJKOT RURAL,388,342,164,224,163
Gujarat,SURAT COMMR.,1570,386,629,941,364
Gujarat,SURAT RURAL,449,147,234,215,142
Gujarat,SURENDRANAGAR,303,382,179,124,122
Gujarat,TAPI,88,52,51,37,34
Gujarat,VADODARA COMMR.,1221,367,372,849,422
Gujarat,VADODARA RURAL,305,227,88,217,88
Gujarat,VALSAD,450,206,198,252,224
Gujarat,W.RLY AHMEDABAD,264,30,234,30,7
Gujarat,W.RLY VADODARA,414,23,399,15,4
HARYANA,AMBALA,4373,2518,2103,2270,2959
HARYANA,AMBALA RURAL,209,66,107,102,118
HARYANA,AMBALA URBAN,600,109,239,361,362
HARYANA,BHIWANI,5008,3138,2027,2981,2495
HARYANA,FARIDABAD,13989,2992,3496,10493,3464
HARYANA,FATEHABAD,2496,2075,1034,1462,1307
HARYANA,GRP,3976,157,3280,696,16
HARYANA,GURGAON,24520,2089,5851,18669,5710
HARYANA,HISSAR,7428,4036,2805,4623,3062
HARYANA,JHAJJAR,3394,1614,1521,1873,1485
HARYANA,JIND,3720,1719,1428,2292,1887
HARYANA,KAITHAL,2870,2422,1352,1518,1569
HARYANA,KARNAL,7706,6442,3126,4580,2913
HARYANA,KURUKSHETRA,6051,2243,2776,3275,2484
HARYANA,MAHENDRAGARH,2441,1783,1321,1120,1226
HARYANA,MEWAT,2346,925,800,1546,300
HARYANA,PALWAL,3231,1128,922,2309,513
HARYANA,PANCHKULA,3432,410,1515,1917,1627
HARYANA,PANIPAT,7924,2039,2263,5661,2225
HARYANA,REWARI,4213,1899,1495,2718,1675
HARYANA,ROHTAK,6552,2087,2246,4306,2887
HARYANA,SIRSA,3945,3807,1800,2145,2056
HARYANA,SONIPAT,6720,3315,2900,3820,2317
HARYANA,YAMUNANAGAR,4250,2241,1421,2829,1847
HIMACHAL PRADESH,BADDIPOLICEDIST,181,583,81,100,139
HIMACHAL PRADESH,BILASPUR,694,653,489,205,533
HIMACHAL PRADESH,CHAMBA,418,764,333,85,1264
HIMACHAL PRADESH,CID,1,0,1,0,0
HIMACHAL PRADESH,G.R.P.,30,3,30,0,5
HIMACHAL PRADESH,HAMIRPUR,491,2533,372,119,504
HIMACHAL PRADESH,KANGRA,1504,2637,1058,446,1549
HIMACHAL PRADESH,KINNAUR,114,128,107,7,311
HIMACHAL PRADESH,KULLU,601,525,486,115,649
HIMACHAL PRADESH,LAHAUL-SPITI,28,22,26,2,23
HIMACHAL PRADESH,MANDI,947,1903,683,264,1040
HIMACHAL PRADESH,SHIMLA,2177,798,1594,583,1618
HIMACHAL PRADESH,SIRMAUR,610,574,357,253,523
HIMACHAL PRADESH,SOLAN,1072,3595,575,497,892
HIMACHAL PRADESH,UNA,790,1191,514,276,639
Haryana,AMBALA RURAL,195,67,106,89,92
Haryana,AMBALA URBAN,438,91,171,267,394
Haryana,BHIWANI,741,253,258,483,411
Haryana,FARIDABAD,1763,135,268,1495,392
Haryana,FATEHABAD,258,134,89,169,176
Haryana,GRP,415,18,316,99,1
Haryana,GURGAON,4330,125,1007,3323,667
Haryana,HISSAR,1182,221,400,782,468
Haryana,I&P HARYANA,0,0,0,0,0
Haryana,JHAJJAR,452,111,198,254,162
Haryana,JIND,726,174,236,490,308
Haryana,KAITHAL,325,167,89,236,181
Haryana,KARNAL,975,214,294,681,459
Haryana,KURUKSHETRA,641,129,174,467,288
Haryana,MAHENDRAGARH,360,107,179,181,182
Haryana,MEWAT,536,67,144,392,59
Haryana,PALWAL,695,148,192,503,128
Haryana,PANCHKULA,464,44,136,328,212
Haryana,PANIPAT,890,144,152,738,232
Haryana,REWARI,727,112,185,542,226
Haryana,ROHTAK,830,151,181,649,325
Haryana,SIRSA,524,239,182,342,228
Haryana,SONIPAT,754,179,238,516,327
